date,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,10%,30%,70%,90%,Min,Median (POR),Max
05-07,25.52,34.88,47.3,30.56,44.42,34.7,31.1,29.12,40.28,39.56,32.72,37.58,29.12,33.8,48.56,37.4,37.22,39.92,35.96,29.84,19.22,36.32,33.8,44.06,27.68,30.2,40.28,46.04,43.88,35.42,28.94,46.4,32.36,33.26,28.04,28.994,32.234,39.596,45.554,19.22,35.15,48.56
05-08,22.46,39.38,41.54,25.52,44.6,32.9,34.88,31.46,37.4,33.44,32.9,44.96,17.78,31.1,45.86,38.3,34.7,44.24,35.24,32.0,26.06,36.32,41.54,42.8,31.82,32.18,45.68,42.26,44.6,31.82,31.46,27.14,28.94,36.68,29.3,26.384,31.82,39.596,44.6,17.78,34.79,45.86
05-09,26.78,32.36,31.46,30.74,44.78,35.96,32.9,39.38,37.04,28.58,32.9,41.54,24.44,30.92,40.46,37.58,25.88,44.24,29.66,32.72,35.24,35.78,46.94,39.38,33.08,30.92,38.12,38.66,47.66,29.66,33.98,28.04,23.54,37.76,34.88,27.158,30.92,37.796,43.43,23.54,33.53,47.66
05-10,33.8,32.9,33.98,40.64,45.14,38.12,35.24,41.36,37.4,24.98,33.44,38.66,29.66,31.1,42.26,36.14,32.0,45.86,32.36,34.16,34.34,32.18,37.4,41.9,29.48,27.86,26.24,42.44,44.42,33.08,34.52,30.92,25.52,38.3,40.1,28.346,32.342,38.138,42.386,24.98,34.25,45.86
05-11,29.48,34.34,33.8,47.3,46.58,35.78,40.28,36.14,35.78,28.76,24.98,44.24,31.1,30.92,31.28,32.36,40.82,48.38,37.58,39.74,33.62,36.32,34.7,44.24,26.42,33.26,31.46,45.86,37.76,39.02,32.54,32.36,32.36,38.12,42.98,29.912,32.36,38.21,45.374,24.98,35.24,48.38
05-12,30.56,29.84,29.66,45.68,44.78,,41.18,42.8,38.3,34.52,27.68,49.28,35.6,35.6,24.44,29.48,44.24,52.52,30.74,26.06,32.9,40.64,38.66,49.1,26.24,38.12,41.36,48.56,36.32,43.88,38.48,36.5,32.9,38.84,45.68,28.04,32.9,41.252,47.984,24.44,38.12,52.52
05-13,30.56,35.78,36.32,46.22,39.02,22.28,44.96,41.54,35.06,31.46,31.1,51.62,41.0,37.76,26.06,36.68,44.06,50.54,35.06,29.48,32.18,44.6,43.16,53.24,30.56,41.0,38.66,37.76,40.1,45.5,34.34,41.54,31.82,40.28,43.34,30.56,34.988,41.54,46.004,22.28,38.21,53.24
05-14,31.1,36.32,42.08,42.62,38.84,35.24,38.12,41.9,31.82,29.3,37.58,48.2,38.84,43.7,28.94,42.44,46.22,40.64,36.68,33.08,39.02,33.8,47.48,51.08,36.86,39.92,36.14,34.7,38.84,44.24,34.88,41.54,33.8,42.26,37.76,32.198,36.05,41.918,45.626,28.94,38.84,51.08
05-15,26.6,35.78,36.86,41.54,39.02,43.16,37.04,44.96,34.7,28.04,40.82,35.78,36.86,43.88,35.78,42.44,48.56,40.64,39.38,36.32,43.7,39.38,50.0,45.32,43.7,39.02,35.24,40.64,44.24,41.72,34.52,40.46,41.36,44.78,40.82,34.862,36.86,42.512,44.906,26.6,40.55,50.0
05-16,26.78,40.46,37.04,39.02,39.38,39.56,35.6,43.34,36.86,31.64,39.38,36.14,34.34,42.44,34.88,41.0,50.9,45.86,46.22,38.48,44.96,35.78,49.1,41.18,41.9,36.32,36.14,36.68,42.98,42.62,39.02,43.88,42.62,44.42,44.78,35.096,36.842,42.62,45.59,26.78,39.47,50.9
05-17,35.42,39.38,44.24,39.02,32.54,37.4,35.42,39.2,33.44,35.24,35.78,39.92,39.92,41.54,38.84,35.06,50.0,46.76,48.56,46.22,48.02,35.6,43.16,38.48,42.62,34.7,42.08,28.94,42.98,35.24,46.04,45.5,45.14,42.8,41.36,34.808,35.762,42.998,46.598,28.94,39.65,50.0
05-18,35.96,35.96,47.66,41.72,36.68,36.86,31.46,33.62,35.24,41.36,40.28,40.46,44.24,27.5,36.68,37.58,51.26,46.22,52.16,51.98,49.46,34.7,36.5,38.66,43.16,36.5,43.34,31.64,40.28,32.9,49.28,47.48,42.8,41.9,38.12,33.116,36.5,43.178,49.406,27.5,40.28,52.16
05-19,33.44,40.64,49.46,42.62,40.64,36.5,28.76,37.58,41.72,42.62,41.0,43.88,48.74,26.06,37.76,43.88,46.76,47.84,49.46,51.98,42.08,35.42,38.3,36.86,37.04,36.5,41.18,33.98,39.02,31.46,50.0,41.72,30.74,45.68,33.62,32.054,37.022,42.746,49.244,26.06,40.82,51.98
05-20,33.98,43.52,44.06,43.52,32.54,39.74,30.56,42.98,45.32,43.34,44.24,29.66,48.56,35.24,39.02,44.78,48.38,45.68,50.18,38.84,37.58,34.16,42.08,36.86,40.1,37.4,41.72,38.3,44.78,31.82,37.94,39.56,26.24,48.74,31.28,32.036,37.562,43.574,47.57,26.24,39.92,50.18
05-21,37.58,45.32,36.32,37.04,36.14,37.58,37.4,39.38,40.64,43.88,46.94,34.7,39.92,39.92,36.5,42.44,47.84,36.86,34.88,41.54,33.8,37.04,48.56,41.0,45.5,39.92,37.22,39.2,43.88,31.82,33.44,30.74,27.68,47.84,33.98,33.548,36.824,41.054,46.508,27.68,38.39,48.56
05-22,39.38,42.08,39.38,34.7,42.44,27.86,36.86,42.26,32.54,43.88,48.38,42.8,30.74,46.58,35.6,48.02,47.12,28.04,34.7,44.6,31.46,42.44,37.4,41.0,48.38,40.1,33.08,38.3,46.4,31.82,35.6,39.38,30.74,48.38,33.98,30.956,35.51,42.476,47.75,27.86,39.38,48.38
05-23,40.1,39.38,43.16,32.72,42.98,29.66,30.02,39.2,36.14,46.22,46.76,47.48,30.2,48.2,33.08,45.32,41.18,30.92,38.84,46.58,33.8,43.16,32.36,42.26,49.82,39.38,33.44,46.04,39.2,33.62,32.0,33.98,33.44,46.22,28.22,31.244,33.602,43.16,46.706,29.66,39.29,49.82
05-24,34.88,42.8,43.52,35.6,42.08,30.2,31.64,35.96,38.66,48.2,41.36,49.46,36.86,50.72,30.92,36.68,45.14,33.08,35.78,47.84,37.94,37.4,31.28,38.84,46.58,39.38,37.58,45.32,42.44,35.96,34.88,34.7,36.86,43.52,34.16,32.072,35.942,42.476,47.462,30.2,37.76,50.72
05-25,27.86,41.36,42.8,41.36,44.24,32.18,33.08,32.72,44.78,47.12,42.8,47.84,39.2,50.54,34.7,35.06,51.62,34.88,38.66,42.8,36.14,39.74,29.3,43.88,46.94,42.08,36.5,33.8,47.3,39.74,42.26,39.56,41.9,42.62,37.04,32.828,36.464,42.8,47.246,27.86,41.36,51.62
05-26,35.96,33.8,40.1,47.66,46.58,31.1,34.16,35.6,46.58,42.98,37.94,46.22,37.4,48.2,35.42,37.58,48.02,43.34,35.06,42.8,43.34,32.54,32.9,43.52,50.0,38.84,39.74,34.52,48.92,39.92,44.42,35.96,47.66,42.62,36.32,33.908,35.96,43.61,47.912,31.1,40.01,50.0
05-27,40.82,33.08,35.78,45.14,44.06,33.26,35.78,36.14,36.68,45.86,43.16,41.9,41.18,49.64,40.1,42.08,37.22,50.36,38.66,46.76,47.12,29.66,31.82,39.38,50.9,39.74,38.48,39.56,44.96,38.48,46.58,41.36,46.94,41.54,42.44,34.016,38.48,44.15,47.066,29.66,41.0,50.9
05-28,41.72,35.24,38.12,43.88,40.64,35.78,35.6,38.84,42.26,48.56,40.46,44.24,45.86,54.5,39.02,44.96,33.8,43.34,41.18,49.46,45.68,31.28,34.34,39.56,50.54,38.3,38.12,43.34,42.98,39.56,47.84,43.34,38.12,40.82,49.1,35.348,38.786,43.394,48.344,31.28,41.0,54.5
05-29,39.74,34.7,36.5,39.38,43.52,39.02,37.22,39.38,46.04,41.0,43.34,43.7,50.18,55.22,31.82,37.94,34.34,34.34,40.82,50.54,38.66,32.9,37.76,36.86,46.04,43.34,43.52,44.42,46.58,41.9,51.44,39.38,35.96,42.44,41.9,34.448,37.922,43.52,49.1,31.82,40.28,55.22
05-30,38.12,34.88,38.12,42.8,46.04,44.24,35.42,42.98,36.86,34.52,40.28,44.24,48.02,48.74,32.72,36.5,36.32,39.56,41.18,50.54,33.98,33.44,39.56,36.14,46.76,44.06,41.54,45.68,43.52,44.78,52.52,42.26,34.52,45.14,35.06,34.52,36.824,44.24,47.642,32.72,41.36,52.52
05-31,34.34,35.78,36.5,47.12,44.78,43.88,35.42,47.66,42.62,36.86,38.66,47.12,49.64,44.78,40.1,39.38,41.72,40.64,42.8,47.12,41.36,39.38,43.52,33.8,43.16,46.04,39.56,49.28,45.32,42.44,51.26,46.04,35.6,44.06,41.0,35.654,39.542,44.834,47.498,33.8,42.71,51.26
06-01,31.46,42.8,43.52,38.48,39.02,41.9,38.66,41.18,43.16,41.0,39.02,50.9,49.46,41.54,43.7,35.24,48.56,46.04,45.86,42.62,42.98,46.76,46.22,42.08,39.2,48.2,44.24,50.18,36.86,45.14,52.52,47.84,37.4,45.14,45.86,37.724,41.162,45.878,49.19,31.46,43.07,52.52
06-02,33.26,42.26,44.24,37.04,42.62,44.6,42.08,42.8,36.68,41.9,50.0,47.3,38.84,40.28,45.86,34.52,53.6,48.92,42.44,35.24,39.74,38.66,44.96,45.5,44.6,43.34,47.84,47.3,41.72,46.94,48.38,51.8,41.36,43.16,44.06,36.788,41.684,45.536,48.758,33.26,42.98,53.6
06-03,41.9,44.06,41.72,31.82,47.48,41.36,43.52,47.3,30.02,36.86,47.84,33.08,37.58,41.18,49.46,38.3,49.82,48.56,39.56,43.16,38.3,33.44,46.58,37.4,44.24,46.76,48.38,49.64,48.74,44.42,45.14,55.22,42.98,44.06,41.9,34.466,41.018,46.814,49.244,30.02,43.79,55.22
06-04,41.36,43.52,39.38,35.6,48.74,43.7,45.5,52.52,30.56,41.54,47.84,32.72,39.74,39.56,47.48,42.98,47.12,49.46,40.64,44.42,37.58,43.16,50.72,37.58,40.64,45.68,51.44,52.7,52.7,48.74,45.5,54.5,44.42,45.32,43.88,37.58,41.288,47.516,52.196,30.56,44.42,54.5
06-05,39.02,41.0,33.62,36.14,47.84,46.94,42.98,48.02,33.26,40.46,52.88,37.04,47.48,38.84,53.6,43.52,48.56,49.28,41.72,46.94,43.88,50.0,51.62,42.8,44.42,45.68,53.78,49.46,53.06,49.46,49.28,55.58,40.46,48.38,51.8,37.58,42.692,49.28,53.006,33.26,46.94,55.58
06-06,41.72,40.82,35.78,34.16,50.0,27.68,41.9,47.3,36.68,38.84,54.32,40.46,48.56,35.6,50.54,38.48,52.88,37.94,33.8,36.68,40.46,50.18,34.7,46.94,40.82,47.84,54.68,49.64,50.0,47.66,45.86,50.36,37.22,48.92,54.14,34.97,38.426,48.596,50.486,27.68,41.81,54.68
06-07,40.1,43.88,42.44,31.82,34.88,32.54,49.82,43.7,35.96,37.76,56.12,45.5,45.32,40.82,46.76,35.42,52.52,34.52,32.0,34.52,37.22,37.04,42.8,50.18,42.98,50.18,53.6,50.9,48.02,40.1,36.32,53.24,38.84,49.46,52.88,34.52,37.202,46.886,52.034,31.82,42.62,56.12
06-08,41.18,41.72,43.88,34.34,32.72,30.92,48.74,44.24,36.5,35.24,49.82,49.46,38.66,46.4,44.96,33.62,47.84,38.48,35.78,36.14,43.16,39.02,46.04,49.82,40.46,53.78,53.96,54.32,50.9,30.92,32.54,47.3,42.26,45.86,50.9,32.99,38.282,46.49,50.576,30.92,42.71,54.32
06-09,46.76,43.7,48.02,39.92,37.4,28.76,52.16,41.54,38.48,34.7,43.88,53.78,33.62,47.12,46.22,35.06,45.32,45.14,38.3,40.28,43.16,37.22,35.96,53.78,45.14,54.68,57.56,43.7,53.42,34.52,36.14,53.42,47.66,47.12,49.64,34.808,38.462,47.12,53.672,28.76,43.79,57.56
06-10,44.24,47.12,51.62,42.26,43.88,36.32,49.64,41.9,39.92,39.56,41.54,54.5,30.02,48.74,36.68,40.46,40.82,46.94,33.62,41.9,44.78,39.38,32.72,53.24,43.7,49.28,58.28,40.28,41.72,40.64,43.52,46.04,53.42,45.5,47.48,36.428,40.622,46.13,52.754,30.02,42.89,58.28
06-11,37.94,51.98,44.6,39.38,48.56,47.84,47.48,38.3,43.88,42.26,48.2,47.66,36.32,46.58,36.68,41.0,45.32,48.02,28.94,43.34,41.54,41.0,41.54,50.72,42.62,50.18,51.98,43.7,34.7,44.42,46.94,41.9,45.68,45.32,51.98,37.058,41.54,46.994,49.694,28.94,44.15,51.98
06-12,31.46,51.98,51.98,30.74,44.96,53.42,47.84,39.92,43.52,41.18,40.1,38.3,41.72,46.76,38.84,36.32,53.6,48.74,33.8,42.26,39.38,39.92,45.68,44.24,48.2,51.98,46.22,42.44,40.46,49.64,52.88,50.9,41.54,45.14,53.24,36.914,40.424,47.876,51.98,30.74,43.88,53.6
06-13,33.8,46.22,41.72,37.94,44.24,53.24,50.0,41.0,43.16,45.68,39.2,30.2,43.88,45.32,42.26,39.38,56.48,49.82,43.34,45.32,41.72,41.9,42.62,47.12,48.2,49.82,46.4,34.52,54.68,46.04,52.16,55.94,37.94,47.84,52.88,37.94,41.882,47.192,52.916,30.2,44.78,56.48
06-14,32.18,39.2,38.12,47.12,29.66,51.44,45.86,43.34,37.4,44.24,46.58,35.78,46.04,48.74,45.86,47.66,42.62,47.3,47.3,45.5,45.5,42.8,42.8,35.96,38.12,47.48,45.5,42.08,53.06,45.68,42.26,60.8,31.82,44.78,54.32,35.834,42.242,46.094,48.416,29.66,45.14,60.8
06-15,37.4,42.26,33.62,41.36,31.64,50.0,44.96,43.16,36.68,44.78,38.66,40.64,48.02,47.66,41.36,51.8,40.82,51.26,46.58,43.88,47.48,46.22,43.52,44.42,40.82,46.58,42.26,46.04,38.66,45.5,46.94,63.5,38.3,41.72,50.18,37.67,41.306,46.256,49.406,31.64,43.7,63.5
06-16,34.88,49.1,32.0,38.12,36.14,48.92,44.42,44.42,33.8,49.1,35.96,48.38,48.02,48.74,35.6,47.66,46.58,55.94,48.74,46.4,46.4,39.02,49.1,48.74,39.92,44.06,46.58,43.52,40.28,42.8,41.0,60.44,50.36,42.62,44.6,35.708,40.928,48.416,49.1,32.0,45.41,60.44
06-17,40.1,44.78,39.38,33.98,42.8,44.42,51.62,47.48,36.5,59.54,41.36,50.72,51.08,50.18,38.66,51.44,48.2,43.16,51.44,47.12,30.02,36.68,50.9,51.8,37.4,49.28,49.28,43.7,40.64,44.96,35.42,57.2,53.06,42.98,36.86,36.554,41.288,50.234,51.746,30.02,44.87,59.54
06-18,41.18,43.88,45.5,43.16,52.88,38.12,44.24,43.34,39.56,50.72,50.9,40.64,43.52,51.08,37.22,46.94,48.38,42.8,48.2,42.98,44.78,41.36,47.12,51.44,33.8,55.58,56.66,46.94,41.18,46.4,38.3,54.68,52.88,41.9,32.9,38.678,42.71,48.218,52.88,33.8,44.51,56.66
06-19,41.36,51.08,46.58,49.28,55.4,36.68,38.48,41.0,36.32,51.08,37.76,43.34,38.48,52.34,40.46,50.54,46.4,51.8,46.04,47.3,46.94,40.28,40.46,50.72,41.9,56.12,52.34,50.9,41.72,40.64,43.88,55.4,42.62,40.46,40.82,38.48,40.964,50.558,52.34,36.32,44.96,56.12
06-20,46.22,46.94,48.92,52.7,57.2,38.48,41.9,41.36,37.76,53.06,40.64,46.94,46.22,48.92,40.1,55.94,46.22,55.76,48.02,49.28,47.3,41.0,42.8,40.64,50.0,48.92,58.1,51.44,44.24,36.68,45.5,44.24,37.76,37.58,47.48,37.976,41.846,48.92,54.95,36.68,46.22,58.1
06-21,44.96,44.06,51.8,49.1,52.52,39.02,42.08,45.32,42.26,54.86,50.18,53.96,53.06,42.8,42.98,55.58,44.96,56.66,51.26,43.88,46.94,46.22,49.64,41.9,47.84,53.42,59.72,53.78,49.64,33.62,45.5,53.24,43.7,41.54,51.98,41.954,44.042,51.872,54.59,33.62,47.39,59.72
06-22,49.46,42.62,53.42,40.1,50.54,33.8,39.56,50.9,45.68,46.22,49.64,57.2,46.04,34.88,47.84,55.94,49.82,58.46,50.72,43.7,45.5,50.0,53.96,39.38,42.8,50.9,54.68,46.04,45.14,36.14,49.64,60.44,48.92,45.86,55.04,39.434,45.464,50.558,55.562,33.8,48.38,60.44
06-23,54.68,47.3,57.2,31.46,51.62,39.38,41.18,46.58,41.18,47.66,51.08,59.72,46.76,36.68,50.36,50.9,51.44,59.18,49.82,46.4,46.94,49.64,57.92,46.22,44.78,53.06,60.26,43.16,43.16,39.74,53.06,58.1,53.96,43.88,62.96,40.172,46.076,51.764,58.046,31.46,48.65,60.26
06-24,51.98,49.82,49.82,32.72,55.22,44.06,48.2,38.84,42.44,53.96,52.16,59.0,50.36,36.68,50.18,50.54,50.18,57.56,52.34,52.52,51.98,49.46,60.08,51.44,47.66,55.76,53.6,45.32,46.04,40.46,51.98,51.26,42.98,41.9,59.54,40.892,47.498,51.998,55.598,32.72,50.27,60.08
06-25,56.84,41.36,45.68,45.32,54.32,48.02,50.72,44.96,41.9,42.8,45.5,53.78,56.12,39.92,46.04,52.34,52.88,52.34,50.36,55.22,50.9,48.2,59.36,47.3,49.64,55.04,46.94,50.0,53.6,45.14,46.94,49.28,41.18,46.58,54.32,42.17,46.004,52.34,55.166,39.92,48.74,59.36
06-26,53.24,40.82,44.96,48.38,49.64,48.02,51.8,52.88,34.88,48.02,44.24,55.58,57.74,46.22,48.74,45.68,53.6,50.36,49.64,47.48,48.92,44.24,55.58,53.06,45.86,58.1,52.52,55.4,54.32,46.76,53.24,49.28,47.12,46.4,51.98,44.456,47.084,52.898,55.526,34.88,49.1,58.1
06-27,56.3,42.44,48.02,53.42,48.02,42.62,44.6,49.1,35.96,40.46,44.24,55.22,56.12,51.8,45.32,46.04,52.16,55.76,48.02,46.58,51.98,46.94,50.72,58.64,42.62,59.18,55.58,47.48,55.04,52.52,56.3,54.68,52.88,46.04,50.36,42.62,46.526,53.546,56.246,35.96,49.91,59.18
06-28,55.04,40.82,51.8,45.86,53.06,35.24,40.1,48.74,46.76,42.8,48.56,57.92,59.18,49.46,47.12,47.3,57.02,60.26,50.18,52.52,57.56,55.22,56.48,59.9,43.52,62.06,57.56,41.54,56.48,53.96,44.24,55.4,52.52,46.4,43.52,41.918,47.084,55.508,58.802,35.24,52.16,62.06
06-29,57.56,47.84,48.74,41.72,55.4,38.48,44.6,51.08,49.82,44.6,51.08,58.46,58.64,53.06,50.18,43.34,56.84,61.88,54.86,51.8,59.18,55.4,57.38,56.84,46.94,61.34,58.46,40.28,40.64,51.98,39.02,58.1,51.8,46.94,50.36,40.964,47.75,56.84,58.586,38.48,51.8,61.88
06-30,62.78,41.18,38.48,42.08,55.58,43.88,48.38,47.12,50.9,41.0,57.2,58.46,59.72,57.56,47.84,53.78,56.66,60.44,54.68,53.6,56.84,50.0,57.02,58.64,44.78,60.8,51.8,46.58,44.42,50.36,37.58,59.9,49.46,52.34,57.74,41.45,47.768,56.858,59.846,37.58,52.07,62.78
07-01,58.28,46.4,38.48,46.04,58.1,46.58,53.24,35.24,52.88,43.52,51.44,61.34,56.48,60.44,51.62,51.44,51.98,60.98,51.08,53.24,54.86,48.38,61.7,60.26,46.76,60.08,52.88,53.06,50.18,51.44,42.62,56.12,51.44,48.74,45.14,44.276,50.036,54.986,60.386,35.24,51.8,61.7
07-02,56.12,49.1,38.84,46.4,54.86,42.98,57.02,39.2,51.62,45.5,53.96,59.9,55.4,58.64,48.56,48.02,53.24,61.52,50.9,53.24,54.32,51.26,57.92,61.52,53.42,57.38,55.76,52.7,52.16,47.12,50.9,56.12,53.24,54.5,44.24,45.77,50.9,55.436,58.424,38.84,53.24,61.52
07-03,51.44,53.78,40.46,32.9,49.1,40.28,58.28,40.46,52.88,49.28,55.4,60.44,54.5,53.42,48.74,45.86,53.06,59.18,55.04,46.76,46.04,55.76,60.08,62.06,56.84,58.46,50.36,57.38,50.0,48.92,51.8,55.22,51.26,51.26,42.26,42.08,49.262,55.238,58.964,32.9,52.34,62.06
07-04,46.76,54.68,44.06,37.22,48.38,41.72,57.92,46.22,55.94,41.36,45.86,58.46,59.0,53.96,45.14,50.36,55.76,60.26,59.72,49.1,46.58,52.34,57.02,57.56,56.84,61.34,51.8,58.28,50.54,48.2,53.42,56.12,53.6,44.06,44.24,44.06,48.056,56.192,58.838,37.22,52.88,61.34
07-05,56.12,52.52,52.88,37.04,45.5,49.28,55.76,47.12,53.6,49.64,53.78,62.06,58.64,56.3,43.52,54.86,53.06,62.42,54.14,52.7,43.52,51.62,50.9,49.1,57.02,51.8,49.64,58.82,56.84,48.02,51.8,50.0,53.96,46.22,49.28,45.716,49.64,54.212,58.154,37.04,52.61,62.42
07-06,56.3,51.44,53.24,33.98,34.52,50.18,51.08,49.64,54.5,55.76,51.44,54.5,57.74,52.88,50.72,57.92,55.22,63.32,50.0,53.6,44.6,52.52,53.78,50.9,58.1,50.0,46.76,58.82,62.06,52.34,53.42,56.84,53.78,46.94,48.56,46.814,50.882,54.572,58.046,33.98,53.06,63.32
07-07,52.88,47.48,46.22,37.94,42.98,55.58,51.26,50.54,55.04,56.48,55.04,57.38,57.56,54.68,51.98,58.82,51.26,57.74,52.34,51.8,47.12,56.3,55.04,51.98,54.14,51.26,47.66,55.4,62.42,51.8,54.86,57.38,53.78,46.94,48.92,46.994,51.26,55.076,57.506,37.94,53.33,62.42
07-08,53.42,52.52,42.8,38.66,51.44,57.02,48.38,53.78,54.5,50.36,57.38,55.58,60.8,51.98,48.56,63.86,56.3,56.48,52.88,47.66,52.34,51.8,53.96,55.58,55.76,47.66,57.02,58.28,59.72,47.3,49.46,58.64,58.1,50.54,55.4,47.66,51.35,56.318,58.532,38.66,53.6,63.86
07-09,51.26,55.04,38.48,46.58,56.12,54.68,50.36,54.5,55.22,51.8,55.58,54.86,57.02,54.5,53.24,61.34,54.5,58.64,56.3,44.06,56.12,51.26,58.64,56.48,57.56,49.28,58.46,55.4,60.08,45.14,53.6,55.76,62.6,55.58,58.64,47.39,53.564,56.138,58.64,38.48,55.13,62.6
07-10,53.6,47.66,43.34,42.44,50.0,53.6,52.16,48.2,56.12,52.88,52.34,51.8,58.28,58.64,55.22,47.84,52.52,54.14,58.64,50.54,54.5,53.6,57.2,59.54,55.4,48.02,42.26,58.64,61.16,53.78,55.22,56.3,53.78,60.08,61.7,47.714,52.124,55.472,58.64,42.26,53.69,61.16
07-11,53.96,50.18,40.82,46.4,50.18,52.16,50.9,43.34,53.6,55.94,50.54,51.62,61.88,59.36,56.48,52.16,58.82,55.76,49.1,56.12,51.08,51.26,55.94,56.66,54.86,51.62,37.94,53.78,58.64,56.66,56.48,57.74,53.78,56.3,64.04,47.21,51.242,56.138,58.37,37.94,53.78,61.88
07-12,56.12,54.86,39.02,44.6,49.82,50.54,50.54,38.12,54.86,60.26,57.38,55.22,66.2,62.6,57.2,59.9,51.26,56.48,49.1,59.18,53.6,48.38,58.46,53.96,55.58,50.72,44.06,55.04,57.74,57.38,60.62,57.2,58.46,54.5,58.64,45.734,51.206,57.38,60.152,38.12,55.13,66.2
07-13,53.6,59.72,45.5,41.0,44.96,48.02,50.9,44.78,55.94,60.8,61.7,56.48,63.68,62.78,55.76,66.92,53.6,58.82,55.22,50.54,51.26,51.26,56.48,55.04,56.48,53.96,45.14,60.08,59.18,54.68,49.64,52.88,56.3,53.42,60.98,45.248,51.26,56.48,61.43,41.0,54.86,66.92
07-14,55.4,57.02,48.38,45.5,46.58,46.94,54.5,52.34,56.48,49.28,62.78,51.26,63.68,57.92,61.34,60.62,60.98,58.64,54.68,44.78,50.36,50.54,55.22,55.58,55.22,53.6,49.82,60.8,59.0,58.28,47.48,55.04,57.02,52.52,58.28,47.102,51.188,57.11,60.926,44.78,55.13,63.68
07-15,53.6,59.18,48.2,42.98,48.38,45.68,53.06,57.74,58.28,46.76,59.9,46.22,61.52,58.64,58.64,63.14,65.48,61.16,56.3,49.28,53.96,52.7,54.68,58.82,51.98,47.66,53.06,58.28,57.74,55.04,51.62,58.64,54.14,55.22,53.6,47.03,52.628,58.316,60.782,42.98,54.86,65.48
07-16,58.46,59.0,45.14,40.46,49.1,48.02,46.22,58.28,60.98,44.42,56.48,46.4,56.48,62.96,59.54,61.88,62.6,63.14,55.04,56.3,58.1,55.76,50.72,54.86,52.34,49.64,51.44,55.4,54.68,49.28,56.3,59.72,56.84,58.64,55.76,46.274,51.368,58.298,61.61,40.46,56.03,63.14
07-17,57.56,60.26,48.74,42.26,56.12,50.72,46.94,56.84,62.6,48.74,49.28,50.0,56.12,67.28,61.16,48.92,62.06,60.08,51.08,56.66,55.94,59.18,52.7,55.94,53.78,47.66,53.24,55.04,51.8,52.16,59.0,60.62,61.16,60.08,54.14,48.74,51.728,59.018,61.16,42.26,55.94,67.28
07-18,52.52,54.68,54.14,42.8,55.4,52.52,52.88,52.16,63.32,51.08,45.86,49.1,57.2,60.98,56.3,55.76,63.68,61.52,49.28,60.08,54.32,58.46,57.38,58.28,56.84,45.5,59.18,56.84,54.68,55.58,55.4,64.4,60.44,58.28,56.66,49.154,54.014,58.28,61.358,42.8,55.67,64.4
